Threads,Time,Text,Efficiency,Normalized
1,354.793360839844,"T=1, t=354.793s",1,1.16129032258065
2,187.248482747396,"T=2, t=187.248s",1.8947729542806,1.1001907476468
3,135.374141031901,"T=3, t=135.374s",2.62083554610504,1.01451698558905
4,107.661597249349,"T=4, t=107.662s",3.29544953729534,0.956743414053484
5,93.3180624186198,"T=5, t=93.318s",3.80197950583521,0.883040401355276
6,83.3316814778646,"T=6, t=83.332s",4.25760472544992,0.824052527506436
7,76.9363217773438,"T=7, t=76.936s",4.6115196651411,0.765044737074099
8,69.8353009440104,"T=8, t=69.835s",5.08043004102316,0.737481780148524
9,67.81021875,"T=9, t=67.810s",5.23215184053427,0.675116366520551
10,63.8101133626302,"T=10, t=63.810s",5.56014308928693,0.645694036175256
11,60.7687641601563,"T=11, t=60.769s",5.83841659022034,0.616372425947016
12,58.2550936686198,"T=12, t=58.255s",6.0903405779083,0.589387797862093
13,58.40852734375,"T=13, t=58.409s",6.07434182943509,0.542621106351522
14,57.3767373046875,"T=14, t=57.377s",6.18357504289213,0.512923275447274
15,57.5328303222656,"T=15, t=57.533s",6.16679831067751,0.477429546633098
16,57.4491872558594,"T=16, t=57.449s",6.17577685232888,0.448241868314193
17,59.1570030110677,"T=17, t=59.157s",5.99748707305989,0.409695511632175
18,57.3488955078125,"T=18, t=57.349s",6.18657705084331,0.399134003280214
19,56.3119667154948,"T=19, t=56.312s",6.30049670671898,0.385089781734946
20,55.9260289713542,"T=20, t=55.926s",6.34397555781356,0.368359871098852
21,54.5604231770833,"T=21, t=54.560s",6.50276042926414,0.359599655074515
22,53.6792116699219,"T=22, t=53.679s",6.60951138816082,0.348889164184442
23,53.5390934244792,"T=23, t=53.539s",6.62680927424193,0.334593455641949
24,54.7557530110677,"T=24, t=54.756s",6.47956317518143,0.313527250412004
25,52.7158645833333,"T=25, t=52.716s",6.73029577801927,0.312633094204766
26,55.1767990722656,"T=26, t=55.177s",6.43011857891878,0.287201326105554
27,53.9396793619792,"T=27, t=53.940s",6.5775949178135,0.282907308293054
28,54.7618326009115,"T=28, t=54.762s",6.47884382221968,0.268707808294826
29,56.5424093424479,"T=29, t=56.542s",6.274818582474,0.251271934337112
30,54.8239612630208,"T=30, t=54.824s",6.47150174241704,0.250509744867757
31,55.167038655599,"T=31, t=55.167s",6.43125622629076,0.240921148955741
32,54.1381455891927,"T=32, t=54.138s",6.55348196689377,0.237827974605016
33,56.2620083821615,"T=33, t=56.262s",6.30609128685735,0.221915235901139
34,55.4253981933594,"T=34, t=55.425s",6.40127761648363,0.218639463181604
35,57.1573616536458,"T=35, t=57.157s",6.20730822023891,0.205956770441107
36,55.4018445638021,"T=36, t=55.402s",6.40399906597433,0.20658061503143
37,57.9254493815104,"T=37, t=57.925s",6.12499971304655,0.192240618718113
38,55.9690560709635,"T=38, t=55.969s",6.33909852597833,0.193724572950102
39,58.955091389974,"T=39, t=58.955s",6.018027493045,0.179196848428139
40,56.2729701334635,"T=40, t=56.273s",6.30486288529599,0.183044406347303
41,58.7513265787761,"T=41, t=58.751s",6.03889957044839,0.171046722687759
42,57.508972249349,"T=42, t=57.509s",6.1693566579754,0.170581290082269
43,57.9706372884115,"T=43, t=57.971s",6.12022529741567,0.165287404881443
44,58.6691286621094,"T=44, t=58.669s",6.04736032272083,0.159607750453042
45,58.777904703776,"T=45, t=58.778s",6.03616890782177,0.155772100847013
46,59.5548352050781,"T=46, t=59.555s",5.95742326577022,0.15039778230556
47,60.9342477213542,"T=47, t=60.934s",5.82256077833727,0.143865606053632
48,60.521360921224,"T=48, t=60.521s",5.8622832573387,0.141829433645291
49,60.9799811197917,"T=49, t=60.980s",5.81819400932369,0.13789004893723
50,62.0332989095052,"T=50, t=62.033s",5.71940179027751,0.132837718999994
51,62.2913513183594,"T=51, t=62.291s",5.69570820556712,0.129693545477809
52,63.0965634765625,"T=52, t=63.097s",5.62302194114951,0.125576172382992
53,63.9221211751302,"T=53, t=63.922s",5.55040030458002,0.121615587927499
54,64.4639514160156,"T=54, t=64.464s",5.50374826622399,0.118360177768258
55,65.600886311849,"T=55, t=65.601s",5.40836230707694,0.114194160149425
56,66.09589453125,"T=56, t=66.096s",5.36785776720365,0.111315022822196
