Threads,Time,Text,Efficiency,Normalized
1,369.939204223633,"T=1, t=369.939s",1,1.16129032258065
2,280.664821044922,"T=2, t=280.665s",1.31808184170122,0.765337843568448
3,239.074594726563,"T=3, t=239.075s",1.54737982363515,0.598985738181348
4,235.825073608398,"T=4, t=235.825s",1.56870174389488,0.455429538550126
5,229.015678100586,"T=5, t=229.016s",1.61534444843183,0.375176775119651
6,225.266728637695,"T=6, t=225.267s",1.64222744504192,0.317850473233919
7,227.592990112305,"T=7, t=227.593s",1.62544199643885,0.269658580054372
8,229.423606445313,"T=8, t=229.424s",1.61247227325674,0.234068555795333
9,232.262718994141,"T=9, t=232.263s",1.59276187683382,0.205517661526944
10,235.807625732422,"T=10, t=235.808s",1.5688178152619,0.182185294675575
11,239.061880493164,"T=11, t=239.062s",1.54746211926586,0.163368434878507
12,246.253815063477,"T=12, t=246.254s",1.50226791056323,0.145380765538377
13,251.959177856445,"T=13, t=251.959s",1.46825056094764,0.131158859042469
14,259.857333129883,"T=14, t=259.857s",1.42362426246685,0.118088648499555
15,284.500530883789,"T=15, t=284.501s",1.30031112094741,0.100669248073348
16,296.361306884766,"T=16, t=296.361s",1.24827093021113,0.0906003094508079
17,303.573753540039,"T=17, t=303.574s",1.21861392794895,0.0832449742052412
18,311.920768676758,"T=18, t=311.921s",1.18600375920142,0.0765163715613823
19,316.539977661133,"T=19, t=316.540s",1.16869662706448,0.0714313727917172
20,321.15481652832,"T=20, t=321.155s",1.15190302366526,0.0668846916966923
21,328.119579345703,"T=21, t=328.120s",1.12745239086714,0.062347597651639
22,333.990364990234,"T=22, t=333.990s",1.10763436015422,0.058467502882041
23,339.721364501953,"T=23, t=339.721s",1.08894889423861,0.0549819918549648
24,346.526916992188,"T=24, t=346.527s",1.06756268007883,0.0516562587134916
25,352.321994873047,"T=25, t=352.322s",1.05000314941148,0.0487743398436298
26,359.878317138672,"T=26, t=359.878s",1.02795635804055,0.0459136834856823
27,364.236420410156,"T=27, t=364.236s",1.01565681929076,0.0436841642705705
28,369.22111340332,"T=28, t=369.221s",1.00194488016596,0.0415553176105699
29,376.054964477539,"T=29, t=376.055s",0.983737057527207,0.0393932525817347
30,383.340863647461,"T=30, t=383.341s",0.965039836097012,0.0373563807521424
31,390.243923339844,"T=31, t=390.244s",0.947969160051395,0.0355118519894383
32,396.77419909668,"T=32, t=396.774s",0.932367087038066,0.0338359023521879
33,401.258487670898,"T=33, t=401.258s",0.921947362088069,0.0324438954400494
34,405.403414794922,"T=34, t=405.403s",0.912521184388076,0.0311677064876383
35,413.929479980469,"T=35, t=413.929s",0.893725192612733,0.029653554777934
36,420.315578613281,"T=36, t=420.316s",0.880146306839609,0.0283918163496648
37,424.210889526367,"T=37, t=424.211s",0.872064374954333,0.0273708086297785
38,431.071283081055,"T=38, t=431.071s",0.858185684695848,0.0262263876477509
39,437.786261962891,"T=39, t=437.786s",0.845022414739435,0.0251619577589906
40,445.001702636719,"T=40, t=445.002s",0.831320873676827,0.0241351221390047
41,452.162733886719,"T=41, t=452.163s",0.818155005928274,0.0231735485550101
42,463.434572753906,"T=42, t=463.435s",0.798255516469805,0.0220715811005476
43,484.467601928711,"T=43, t=484.468s",0.763599470327572,0.0206223412841655
44,491.937700073242,"T=44, t=491.938s",0.752004174854975,0.0198476175181665
45,497.951520141602,"T=45, t=497.952s",0.742922130488594,0.0191721840126089
46,507.24369152832,"T=46, t=507.244s",0.729312577765156,0.0184118182325004
47,513.046502441406,"T=47, t=513.047s",0.721063690061668,0.0178162613879341
48,520.386909912109,"T=48, t=520.387s",0.710892601595443,0.0171990145547285
49,526.762688476563,"T=49, t=526.763s",0.702288169447849,0.0166440909151564
50,534.583418579102,"T=50, t=534.583s",0.692013989522747,0.0160725829824638
51,541.900892333984,"T=51, t=541.901s",0.682669487090698,0.0155446562525396
52,548.453875976563,"T=52, t=548.454s",0.674512881443182,0.015063563109153
53,557.352716796875,"T=53, t=557.353s",0.663743430461209,0.0145433740088883
54,563.40205444336,"T=54, t=563.402s",0.656616711469276,0.0141207894939629
55,571.064466186523,"T=55, t=571.064s",0.647806379363835,0.0136780232592951
56,578.308259521484,"T=56, t=578.308s",0.639692064107359,0.0132655036335628
